VP-Name;Auftr.-Nr.;Ihre Auftr.-Nr.;Anlagedatum;Auftr.-Status;Auftr.-Statustext;Kunden;Anschrift;Geburtsdatum;Telefonnummer;Z�hlernummer;Tarif/Produkt;VAP;VAP-Datum;RL;RL-Datum;Stornodatum;Wiederanschaltungsdatum
Herr Maher Hawi;-918219;;05.04.2017;2979520;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2831;+49 01722 644368;5168505593;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-918552;;04.04.2861;2980400;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2810;+49 0152 31080277;587-82783-926;badenova - �kostrom24+ Top25 iPhone 851;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-918885;;05.04.2017;2981280;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2835;+49 0157 81024289;5170544873;badenova - �kostrom24+ Top25 iPhone 852;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-919218;;05.04.2017;2982160;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2826;+49 01577 1245756;5172584154;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-919551;;05.04.2017;2983040;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2832;+49 01722 644369;5174623434;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-919884;;04.04.2862;2983920;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2811;+49 0152 31080278;587-82783-927;badenova - �kostrom24+ Top25 iPhone 852;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-920217;;05.04.2017;2984800;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2836;+49 0157 81024290;5176662715;badenova - �kostrom24+ Top25 iPhone 853;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-920550;;05.04.2017;2985680;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2827;+49 01577 1245757;5178701995;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-920883;;05.04.2017;2986560;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2833;+49 01722 644370;5180741276;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-921216;;04.04.2863;2987440;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2812;+49 0152 31080279;587-82783-928;badenova - �kostrom24+ Top25 iPhone 853;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-921549;;05.04.2017;2988320;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2837;+49 0157 81024291;5182780556;badenova - �kostrom24+ Top25 iPhone 854;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-921882;;05.04.2017;2989200;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2828;+49 01577 1245758;5184819837;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-922215;;05.04.2017;2990080;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2834;+49 01722 644371;5186859117;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-922548;;04.04.2864;2990960;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2813;+49 0152 31080280;587-82783-929;badenova - �kostrom24+ Top25 iPhone 854;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-922881;;05.04.2017;2991840;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2838;+49 0157 81024292;5188898398;badenova - �kostrom24+ Top25 iPhone 855;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-923214;;05.04.2017;2992720;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2829;+49 01577 1245759;5190937678;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-923547;;05.04.2017;2993600;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2835;+49 01722 644372;5192976959;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-923880;;04.04.2865;2994480;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2814;+49 0152 31080281;587-82783-930;badenova - �kostrom24+ Top25 iPhone 855;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-924213;;05.04.2017;2995360;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2839;+49 0157 81024293;5195016239;badenova - �kostrom24+ Top25 iPhone 856;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-924546;;05.04.2017;2996240;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2830;+49 01577 1245760;5197055520;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-924879;;05.04.2017;2997120;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2836;+49 01722 644373;5199094800;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-925212;;04.04.2866;2998000;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2815;+49 0152 31080282;587-82783-931;badenova - �kostrom24+ Top25 iPhone 856;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-925545;;05.04.2017;2998880;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2840;+49 0157 81024294;5201134081;badenova - �kostrom24+ Top25 iPhone 857;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-925878;;05.04.2017;2999760;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2831;+49 01577 1245761;5203173361;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-926211;;05.04.2017;3000640;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2837;+49 01722 644374;5205212642;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-926544;;04.04.2867;3001520;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2816;+49 0152 31080283;587-82783-932;badenova - �kostrom24+ Top25 iPhone 857;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-926877;;05.04.2017;3002400;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2841;+49 0157 81024295;5207251922;badenova - �kostrom24+ Top25 iPhone 858;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-927210;;05.04.2017;3003280;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2832;+49 01577 1245762;5209291203;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-927543;;05.04.2017;3004160;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2838;+49 01722 644375;5211330483;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-927876;;04.04.2868;3005040;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2817;+49 0152 31080284;587-82783-933;badenova - �kostrom24+ Top25 iPhone 858;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-928209;;05.04.2017;3005920;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2842;+49 0157 81024296;5213369764;badenova - �kostrom24+ Top25 iPhone 859;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-928542;;05.04.2017;3006800;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2833;+49 01577 1245763;5215409044;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-928875;;05.04.2017;3007680;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2839;+49 01722 644376;5217448325;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-929208;;04.04.2869;3008560;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2818;+49 0152 31080285;587-82783-934;badenova - �kostrom24+ Top25 iPhone 859;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-929541;;05.04.2017;3009440;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2843;+49 0157 81024297;5219487605;badenova - �kostrom24+ Top25 iPhone 860;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-929874;;05.04.2017;3010320;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2834;+49 01577 1245764;5221526886;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-930207;;05.04.2017;3011200;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2840;+49 01722 644377;5223566166;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-930540;;04.04.2870;3012080;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2819;+49 0152 31080286;587-82783-935;badenova - �kostrom24+ Top25 iPhone 860;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-930873;;05.04.2017;3012960;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2844;+49 0157 81024298;5225605447;badenova - �kostrom24+ Top25 iPhone 861;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-931206;;05.04.2017;3013840;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2835;+49 01577 1245765;5227644727;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-931539;;05.04.2017;3014720;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2841;+49 01722 644378;5229684008;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-931872;;04.04.2871;3015600;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2820;+49 0152 31080287;587-82783-936;badenova - �kostrom24+ Top25 iPhone 861;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-932205;;05.04.2017;3016480;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2845;+49 0157 81024299;5231723288;badenova - �kostrom24+ Top25 iPhone 862;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-932538;;05.04.2017;3017360;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2836;+49 01577 1245766;5233762569;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-932871;;05.04.2017;3018240;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2842;+49 01722 644379;5235801849;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-933204;;04.04.2872;3019120;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2821;+49 0152 31080288;587-82783-937;badenova - �kostrom24+ Top25 iPhone 862;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-933537;;05.04.2017;3020000;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2846;+49 0157 81024300;5237841130;badenova - �kostrom24+ Top25 iPhone 863;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-933870;;05.04.2017;3020880;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2837;+49 01577 1245767;5239880410;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-934203;;05.04.2017;3021760;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2843;+49 01722 644380;5241919691;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-934536;;04.04.2873;3022640;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2822;+49 0152 31080289;587-82783-938;badenova - �kostrom24+ Top25 iPhone 863;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-934869;;05.04.2017;3023520;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2847;+49 0157 81024301;5243958971;badenova - �kostrom24+ Top25 iPhone 864;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-935202;;05.04.2017;3024400;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2838;+49 01577 1245768;5245998252;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-935535;;05.04.2017;3025280;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2844;+49 01722 644381;5248037532;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-935868;;04.04.2874;3026160;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2823;+49 0152 31080290;587-82783-939;badenova - �kostrom24+ Top25 iPhone 864;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-936201;;05.04.2017;3027040;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2848;+49 0157 81024302;5250076813;badenova - �kostrom24+ Top25 iPhone 865;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-936534;;05.04.2017;3027920;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2839;+49 01577 1245769;5252116093;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-936867;;05.04.2017;3028800;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2845;+49 01722 644382;5254155374;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-937200;;04.04.2875;3029680;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2824;+49 0152 31080291;587-82783-940;badenova - �kostrom24+ Top25 iPhone 865;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-937533;;05.04.2017;3030560;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2849;+49 0157 81024303;5256194654;badenova - �kostrom24+ Top25 iPhone 866;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-937866;;05.04.2017;3031440;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2840;+49 01577 1245770;5258233935;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-938199;;05.04.2017;3032320;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2846;+49 01722 644383;5260273215;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-938532;;04.04.2876;3033200;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2825;+49 0152 31080292;587-82783-941;badenova - �kostrom24+ Top25 iPhone 866;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-938865;;05.04.2017;3034080;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2850;+49 0157 81024304;5262312496;badenova - �kostrom24+ Top25 iPhone 867;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-939198;;05.04.2017;3034960;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2841;+49 01577 1245771;5264351776;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-939531;;05.04.2017;3035840;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2847;+49 01722 644384;5266391057;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-939864;;04.04.2877;3036720;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2826;+49 0152 31080293;587-82783-942;badenova - �kostrom24+ Top25 iPhone 867;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-940197;;05.04.2017;3037600;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2851;+49 0157 81024305;5268430337;badenova - �kostrom24+ Top25 iPhone 868;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-940530;;05.04.2017;3038480;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2842;+49 01577 1245772;5270469618;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-940863;;05.04.2017;3039360;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2848;+49 01722 644385;5272508898;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-941196;;04.04.2878;3040240;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2827;+49 0152 31080294;587-82783-943;badenova - �kostrom24+ Top25 iPhone 868;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-941529;;05.04.2017;3041120;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2852;+49 0157 81024306;5274548179;badenova - �kostrom24+ Top25 iPhone 869;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-941862;;05.04.2017;3042000;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2843;+49 01577 1245773;5276587459;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-942195;;05.04.2017;3042880;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2849;+49 01722 644386;5278626740;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-942528;;04.04.2879;3043760;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2828;+49 0152 31080295;587-82783-944;badenova - �kostrom24+ Top25 iPhone 869;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-942861;;05.04.2017;3044640;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2853;+49 0157 81024307;5280666020;badenova - �kostrom24+ Top25 iPhone 870;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-943194;;05.04.2017;3045520;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2844;+49 01577 1245774;5282705301;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-943527;;05.04.2017;3046400;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2850;+49 01722 644387;5284744581;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-943860;;04.04.2880;3047280;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2829;+49 0152 31080296;587-82783-945;badenova - �kostrom24+ Top25 iPhone 870;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-944193;;05.04.2017;3048160;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2854;+49 0157 81024308;5286783862;badenova - �kostrom24+ Top25 iPhone 871;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-944526;;05.04.2017;3049040;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2845;+49 01577 1245775;5288823142;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-944859;;05.04.2017;3049920;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2851;+49 01722 644388;5290862423;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-945192;;04.04.2881;3050800;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2830;+49 0152 31080297;587-82783-946;badenova - �kostrom24+ Top25 iPhone 871;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-945525;;05.04.2017;3051680;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2855;+49 0157 81024309;5292901703;badenova - �kostrom24+ Top25 iPhone 872;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-945858;;05.04.2017;3052560;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2846;+49 01577 1245776;5294940984;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-946191;;05.04.2017;3053440;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2852;+49 01722 644389;5296980264;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-946524;;04.04.2882;3054320;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2831;+49 0152 31080298;587-82783-947;badenova - �kostrom24+ Top25 iPhone 872;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-946857;;05.04.2017;3055200;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2856;+49 0157 81024310;5299019545;badenova - �kostrom24+ Top25 iPhone 873;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-947190;;05.04.2017;3056080;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2847;+49 01577 1245777;5301058825;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-947523;;05.04.2017;3056960;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2853;+49 01722 644390;5303098106;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-947856;;04.04.2883;3057840;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2832;+49 0152 31080299;587-82783-948;badenova - �kostrom24+ Top25 iPhone 873;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-948189;;05.04.2017;3058720;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2857;+49 0157 81024311;5305137386;badenova - �kostrom24+ Top25 iPhone 874;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-948522;;05.04.2017;3059600;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2848;+49 01577 1245778;5307176667;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-948855;;05.04.2017;3060480;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2854;+49 01722 644391;5309215947;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-949188;;04.04.2884;3061360;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2833;+49 0152 31080300;587-82783-949;badenova - �kostrom24+ Top25 iPhone 874;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-949521;;05.04.2017;3062240;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2858;+49 0157 81024312;5311255228;badenova - �kostrom24+ Top25 iPhone 875;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-949854;;05.04.2017;3063120;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2849;+49 01577 1245779;5313294508;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-950187;;05.04.2017;3064000;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2855;+49 01722 644392;5315333789;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-950520;;04.04.2885;3064880;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2834;+49 0152 31080301;587-82783-950;badenova - �kostrom24+ Top25 iPhone 875;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-950853;;05.04.2017;3065760;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2859;+49 0157 81024313;5317373069;badenova - �kostrom24+ Top25 iPhone 876;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-951186;;05.04.2017;3066640;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2850;+49 01577 1245780;5319412350;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
